Receiving NPO Name*,UEN
Animal Lovers League,T02SS0040E
Blossom World Society,T08SS0161K
Home Nursing Foundation,S76SS0044D
Avant Theatre & Language,201105101N
Children's Cancer Foundation,201934434R
SAWL Scholarship Fund,S89CC0680J
Transient Workers Count Too,T04SS0088C
Social Health Growth Ltd,201203801G
Blossom World Society,T08SS0161K
Breast Cancer Foundation,S97SS0137L
Community Chest,T03CC1692B
Action for Singapore Dogs Society,T02SS0132E
Habitat for Humanity Singapore Ltd,200201617W
Migrant Workers' Assistance Fund,T12CC0003C
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
Migrant Workers' Assistance Fund,T12CC0003C
Food From The Heart,200721064R
Migrant Workers' Assistance Fund,T12CC0003C
O'JOY CARE SERVICES,T04SS0047J
The Food Bank Singapore Ltd,201200654E
HEALTHSERVE LTD,200615440H
Social Health Growth Ltd,201203801G
Migrant Workers' Assistance Fund,T12CC0003C
NUHS Fund Limited,201203593Z
The Community Foundation of Singapore,200817758M
NUHS Fund Limited,201203593Z
Autism Association (Singapore),S92SS0124D
Autism Association (Singapore),S92SS0124D
Migrant Workers' Assistance Fund,T12CC0003C
Blossom World Society,T08SS0161K
TalentTrust Singapore,201430501R
Hope Initiative Alliance,T04SS0054D
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
YMCA of Singapore,S61SS0045E
HEALTHSERVE LTD,200615440H
Singapore Association for Mental Health,S68SS0038A
Lions Befrienders Service Association,S95SS0076A
BEYOND SOCIAL SERVICES,S87SS0025J
SCWO-Star Shelter,T00CC1406K
Casa Raudha Women Home,T08SS0051C
WE CARE Community Services Limited,200506089N
HCSA Community Services,S97SS0023J
The National Kidney Foundation,200104750M
Singapore Anglican Community Services,S75SS0005H
Singapore Children's Society,S62SS0057G
Singapore Association for Mental Health,S68SS0038A
AWARE,S85SS0089B
REACH Community Services Society,S98SS0144L
Migrant Workers' Assistance Fund,T12CC0003C
Community Chest,T03CC1692B
NCCS Cancer Fund,201624016E
Migrant Workers' Assistance Fund,T12CC0003C
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
Singapore Art Museum,201330746G
Community Chest,T03CC1692B
Food From The Heart,200721064R
The Food Bank Singapore Ltd,201200654E
AWARE,S85SS0089B
Transient Workers Count Too,T04SS0088C
HEALTHSERVE LTD,200615440H
Avant Theatre & Language,201105101N
NNI Fund,201624016E
SHINE Children and Youth Services,S76SS0021F
Down Syndrome Association,S96SS0170K
Food From The Heart,200721064R
The Bone Marrow Donor Programme,S93SS0141J
The Food Bank Singapore Ltd,201200654E
Care Corner Singapore Ltd,198105641M
Centre 42 Limited,201403108H
Persatuan Pemudi Islam Singapura (PPIS),S64SS0011K
KKH Health Fund,201624016E
SNEC Fund,201624016E
SOWCARE LTD.,201918865M
Migrant Workers' Assistance Fund,T12CC0003C
Breast Cancer Foundation,S97SS0137L
AMP Singapore,199105100D
TOUCH COMMUNITY SERVICES,200104673R
SOCIETY FOR WINGS,T07SS0263K
Child At Street 11 Ltd,199501798C
Disabled People's Association,S86SS0002F
Club Rainbow (Singapore),S92SS0137H
Transient Workers Count Too,T04SS0088C
Alzheimer's Disease Association,S91SS0018J
Migrant Workers' Assistance Fund,T12CC0003C
Migrant Workers' Assistance Fund,T12CC0003C
AWARE,S85SS0089B
Migrant Workers' Assistance Fund,T12CC0003C
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
Migrant Workers' Assistance Fund,T12CC0003C
Transient Workers Count Too,T04SS0088C
Willing Hearts,T05SS0071J
Compassion Fund,200904371Z
Migrant Workers' Assistance Fund,T12CC0003C
NTUC - U Care Fund,T09CC0008D
Buds Theatre,T11SS0182F
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
The Bone Marrow Donor Programme,S93SS0141J
Food From The Heart,200721064R
Sathya Sai Social Service (Singapore),S96SS0160E
Care Community Services Society,S96SS0195L
Singapore Kindness Movement,S97SS0063G
TTSH Community Fund,201400920N
Migrant Workers' Assistance Fund,T12CC0003C
Willing Hearts,T05SS0071J
TAA Trust Fund,T06CC1974E
St Luke's ElderCare Ltd,199904873Z
The Theatre Practice,198801755D
Image Mission Ltd.,201506898W
Migrant Workers' Assistance Fund,T12CC0003C
Community Chest,T03CC1692B
The Food Bank Singapore Ltd,201200654E
The TENG Company Ltd,201502077Z
Stroke Support Station,201503222G
Parkinson Society Singapore,S96SS0203J
Migrant Workers' Assistance Fund,T12CC0003C
Buddhist Compassion Relief Tzu-Chi Foundation (Singapore),S93SS0148C
Food From The Heart,200721064R
St Luke's ElderCare Ltd,199904873Z
Migrant Workers' Assistance Fund,T12CC0003C
Migrant Workers' Assistance Fund,T12CC0003C
ASSOCIATION FOR PERSONS WITH SPECIAL NEEDS,S75SS0058K
Migrant Workers' Assistance Fund,T12CC0003C
South Central Community Family Service Centre Limited,201301276N
IC@RE HUB LTD.,201307803W
Free Food For All Limited,201503391Z
Free Food For All Limited,201503391Z
The Food Bank Singapore Ltd,201200654E
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
Community Chest,T03CC1692B
Chowk Productions Ltd,201411870W
Singapore Red Cross Society,S86CC0370E
Nine Years Theatre Ltd.,201221584C
SingHealth Fund,201624016E
Heartware Network,T00SS0109G
Club Rainbow (Singapore),S92SS0137H
Metropolitan YMCA Singapore,S63SS0006B
Babes Pregnancy Crisis Support Ltd,201314611H
The Food Bank Singapore Ltd,201200654E
Muscular Dystrophy Association (Singapore),T00SS0094D
Action for Aids Singapore,S88SS0126A
Migrant Workers' Assistance Fund,T12CC0003C
Resilience Collective Ltd,201822261W
WE CARE Community Services Limited,200506089N
Singapore Red Cross Society,S86CC0370E
Yong-en Care Centre,S96SS0165G
The Straits Times School Pocket Money Fund,T11CC0007D
WE CARE Community Services Limited,200506089N
Caritas Singapore Community Council - The Caritas Singapore Agape Fund,T06CC2001K
Make-A-Wish Foundation (S) Ltd,200201965D
The Straits Times School Pocket Money Fund,T11CC0007D
The Food Bank Singapore Ltd,201200654E
The Food Bank Singapore Ltd,201200654E
#CHECKED LIMITED,200920810R
Children's Aid Society,S62SS0031K
SingHealth Fund,201624016E
Muslim Kidney Action Association,T04SS0068D
Singapore Red Cross Society,S86CC0370E
Migrant Workers' Assistance Fund,T12CC0003C
Willing Hearts,T05SS0071J
Transient Workers Count Too,T04SS0088C
Social Health Growth Ltd,201203801G
Social Health Growth Ltd,201203801G
Singapore Association for Mental Health,S68SS0038A
Care Corner Singapore Ltd,198105641M
SGH Health Development Fund,201624016E
SingHealth Fund,201624016E
Assisi Hospice,201208993Z
The Food Bank Singapore Ltd,201200654E
Singapore Arts School Ltd.,200500775C
The Food Bank Singapore Ltd,201200654E
Singapore Symphonia Company Limited,197801125M
SingHealth Fund,201624016E
Mercy Relief,200306035Z
Sian Chay Medical Institution,S62SS0055D
AWWA Ltd,201500785Z
Alzheimer's Disease Association,S91SS0018J
O'JOY CARE SERVICES,T04SS0047J
Tsao Foundation,199302114W
Migrant Workers' Assistance Fund,T12CC0003C
Club Rainbow (Singapore),S92SS0137H
Hope Initiative Alliance,T04SS0054D
Special Olympics Asia Pacific Ltd,200906631E
Transient Workers Count Too,T04SS0088C
Migrant Workers' Assistance Fund,T12CC0003C
Samaritans of Singapore,S69SS0047D
Yong-en Care Centre,S96SS0165G
BEYOND SOCIAL SERVICES,S87SS0025J
St. John's Home For Elderly Persons,S61SS0176G
Garden City Fund,T02CC1634C
The National Kidney Foundation,200104750M
The Boys' Brigade in Singapore,S62SS0041D
Metropolitan YMCA Singapore,S63SS0006B
Singapore Cancer Society,S65SS0033F
Metropolitan YMCA Singapore,S63SS0006B
Bright Vision Hospital,200105451R
Pro Bono SG,201700430E
Singapore Book Council Limited,201805935W
CampusImpact,T06SS0077A
BHASKAR'S ARTS ACADEMY LTD,199907527E
Community Chest,T03CC1692B
BEYOND SOCIAL SERVICES,S87SS0025J
Migrant Workers' Assistance Fund,T12CC0003C
Samaritans of Singapore,S69SS0047D
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
Assisi Hospice,201208993Z
Autism Resource Centre (S),S99SS0148L
Migrant Workers' Assistance Fund,T12CC0003C
Food From The Heart,200721064R
O'JOY CARE SERVICES,T04SS0047J
Children's Wishing Well,200201465K
The Food Bank Singapore Ltd,201200654E
Migrant Workers' Assistance Fund,T12CC0003C
The Food Bank Singapore Ltd,201200654E
Willing Hearts,T05SS0071J
Blossom World Society,T08SS0161K
Willing Hearts,T05SS0071J
Children's Cancer Foundation,201934434R
Lions Befrienders Service Association,S95SS0076A
SMA CHARITY FUND,201305017E
CLARITY SINGAPORE LIMITED,201021634E
Down Syndrome Association,S96SS0170K
Nam Hong Welfare Service Society,T07SS0086D
Movement for the Intellectually Disabled of Singapore (MINDS),S62SS0075C
BEYOND SOCIAL SERVICES,S87SS0025J
ASSOCIATION FOR PERSONS WITH SPECIAL NEEDS,S75SS0058K
Community Chest,T03CC1692B
Singapore Ballet Limited,198702432N
Community Chest,T03CC1692B
Children's Cancer Foundation,201934434R
Disabled People's Association,S86SS0002F
Bright Vision Hospital,200105451R
Transient Workers Count Too,T04SS0088C
Darul Ihsan Orphanage,T07CC3022A
Avant Theatre & Language,201105101N
Save Our Street Dogs,T12SS0058C
Catch Them Young Ltd,201540730N
Singapore Indian Education Trust,S67SS0016E
Migrant Workers' Assistance Fund,T12CC0003C
Care Community Services Society,S96SS0195L
Chen Su Lan Methodist Children's Home,S68SS0016K
Migrant Workers' Assistance Fund,T12CC0003C
The RICE Company Limited,201408699H
Willing Hearts,T05SS0071J
Operation Hope Foundation,200104386W
Community Chest,T03CC1692B
New Hope Community Services,T04SS0026C
Kwong Wai Shiu Hospital,201615448C
NUHS Fund Limited,201203593Z
Hope Initiative Alliance,T04SS0054D
Asian Film Archive,200500010H
Migrant Workers' Assistance Fund,T12CC0003C
Community Chest,T03CC1692B
Food From The Heart,200721064R
Cerebral Palsy Alliance Singapore,S60SS0003K
BEYOND SOCIAL SERVICES,S87SS0025J
Lions Befrienders Service Association,S95SS0076A
Migrant Workers' Assistance Fund,T12CC0003C
Migrant Workers' Assistance Fund,T12CC0003C
Orchestra Of The Music Makers Ltd.,201002361G
Pro Bono SG,201700430E
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
AWARE,S85SS0089B
Ang Mo Kio - Thye Hua Kwan Hospital,200201385C
Singapore Red Cross Society,S86CC0370E
Singapore Children's Society,S62SS0057G
ITE Education Fund,T08CC3006B
Hope Initiative Alliance,T04SS0054D
Siong Leng Musical Association,S41SS0003J
Singapore Buddhist Welfare Services,S81SS0060H
Action for Singapore Dogs Society,T02SS0132E
Migrant Workers' Assistance Fund,T12CC0003C
Chowk Productions Ltd,201411870W
NCCS Cancer Fund,201624016E
Community Chest,T03CC1692B
Transient Workers Count Too,T04SS0088C
HEALTHSERVE LTD,200615440H
Care Corner Seniors Services Ltd,201533890R
Child At Street 11 Ltd,199501798C
Singapore Anglican Community Services,S75SS0005H
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
The Food Bank Singapore Ltd,201200654E
Migrant Workers' Assistance Fund,T12CC0003C
Yellow Ribbon Fund,T04CC1808H
Community Chest,T03CC1692B
Daughters Of Tomorrow Limited,201425430M
The New Charis Mission,T06SS0166B
Singapore Association for Mental Health,S68SS0038A
Community Chest,T03CC1692B
SHINE Children and Youth Services,S76SS0021F
Community Chest,T03CC1692B
JurongHealth Fund,201118604G
Community Chest,T03CC1692B
The Red Pencil (Singapore),201113675E
New Life Stories,201411304Z
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
Migrant Workers' Assistance Fund,T12CC0003C
HUG Community Services Limited,201430532E
Yellow Ribbon Fund,T04CC1808H
Community Chest,T03CC1692B
YMCA of Singapore,S61SS0045E
Child At Street 11 Ltd,199501798C
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Leukemia & Lymphoma Foundation,T02SS0150A
BEYOND SOCIAL SERVICES,S87SS0025J
Community Chest,T03CC1692B
The Food Bank Singapore Ltd,201200654E
Children's Wishing Well,200201465K
Community Chest,T03CC1692B
TAA Trust Fund,T06CC1974E
Transient Workers Count Too,T04SS0088C
Community Chest,T03CC1692B
Community Chest,T03CC1692B
National Healthcare Group Fund,201623926M
Singapore Association for Mental Health,S68SS0038A
ACRES,T01SS0121K
Lions Befrienders Service Association,S95SS0076A
Migrant Workers' Assistance Fund,T12CC0003C
Migrant Workers' Assistance Fund,T12CC0003C
Transient Workers Count Too,T04SS0088C
Children's Cancer Foundation,201934434R
Migrant Workers' Assistance Fund,T12CC0003C
Club Rainbow (Singapore),S92SS0137H
PERTAPIS,S71SS0014H
Migrant Workers' Assistance Fund,T12CC0003C
Migrant Workers' Assistance Fund,T12CC0003C
Singapore Cancer Society,S65SS0033F
BEYOND SOCIAL SERVICES,S87SS0025J
Food From The Heart,200721064R
BEYOND SOCIAL SERVICES,S87SS0025J
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
Migrant Workers' Assistance Fund,T12CC0003C
Migrant Workers' Assistance Fund,T12CC0003C
ACRES,T01SS0121K
SINGAPORE NATIONAL STROKE ASSOCIATION,S96SS0196G
AWARE,S85SS0089B
Darul Ihsan Orphanage,T07CC3022A
Migrant Workers' Assistance Fund,T12CC0003C
Community Chest,T03CC1692B
Migrant Workers' Assistance Fund,T12CC0003C
Migrant Workers' Assistance Fund,T12CC0003C
Transient Workers Count Too,T04SS0088C
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
Family Life Society,S85SS0018D
Free Food For All Limited,201503391Z
Down Syndrome Association,S96SS0170K
BEYOND SOCIAL SERVICES,S87SS0025J
The Food Bank Singapore Ltd,201200654E
Children's Aid Society,S62SS0031K
TTSH Community Fund,201400920N
Society for the Prevention of Cruelty to Animals,S61SS0060B
Cerebral Palsy Alliance Singapore,S60SS0003K
Blossom World Society,T08SS0161K
Life Community Services Society,S96SS0100H
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Cerebral Palsy Alliance Singapore,S60SS0003K
IC@RE HUB LTD.,201307803W
Club Rainbow (Singapore),S92SS0137H
Alzheimer's Disease Association,S91SS0018J
SINGAPORE HEART FOUNDATION,S70SS0007H
Club Rainbow (Singapore),S92SS0137H
aLife Ltd,200204369H
Yong-en Care Centre,S96SS0165G
Singapore Association for Mental Health,S68SS0038A
The National Kidney Foundation,200104750M
The Bone Marrow Donor Programme,S93SS0141J
Migrant Workers' Assistance Fund,T12CC0003C
New Hope Community Services,T04SS0026C
Society for the Prevention of Cruelty to Animals,S61SS0060B
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Hope Initiative Alliance,T04SS0054D
Ascending Hope Community Services Ltd,201623215G
Community Chest,T03CC1692B
Singapore Red Cross Society,S86CC0370E
Blossom Seeds Limited,201304904N
Chen Su Lan Methodist Children's Home,S68SS0016K
Ding Yi Music Company Limited,201101809W
Young Women's Christian Association of Singapore,S61SS0075J
Bartley Community Care Services,T01SS0004H
IC2 PrepHouse Limited,201136583G
New Hope Community Services,T04SS0026C
Hagar Singapore Ltd,200401226H
Transient Workers Count Too,T04SS0088C
Singapore Association for Mental Health,S68SS0038A
Metta Welfare Association,S94SS0081K
Lions Befrienders Service Association,S95SS0076A
BEYOND SOCIAL SERVICES,S87SS0025J
Daughters Of Tomorrow Limited,201425430M
HUMANITARIAN ORGANISATION FOR MIGRATION ECONOMICS,T04SS0193H
The Salvation Army,T07CC3012G
BEYOND SOCIAL SERVICES,S87SS0025J
The Salvation Army,T07CC3012G
Migrant Workers' Assistance Fund,T12CC0003C
Project Smile Limited,201406530G
Brahm Centre Ltd,200200167M
Daughters Of Tomorrow Limited,201425430M
Community Chest,T03CC1692B
Community Chest,T03CC1692B
Free Food For All Limited,201503391Z
Migrant Workers' Assistance Fund,T12CC0003C
AWARE,S85SS0089B
Children's Cancer Foundation,201934434R
SingYouth Hub,T11SS0032A
Equestrian Federation of Singapore,S76SS0030D
Tampines Arts Troupe,S91SS0060L
Assisi Hospice,201208993Z
Loving Heart Multi-Service Centre (Jurong),T04SS0129D
Alive Community Network,T02SS0190K
Alive Community Network,T02SS0190K
Mediacorp Enable Fund,200822425N
The Food Bank Singapore Ltd,201200654E
Children's Aid Society,S62SS0031K
Filos Community Services,200408452G
Public Free Clinic Society,S95SS0069F
Man Fut Tong Nursing Home,S80SS0179G
The Straits Times School Pocket Money Fund,T11CC0007D
Food From The Heart,200721064R
The Straits Times School Pocket Money Fund,T11CC0007D
Migrant Workers' Assistance Fund,T12CC0003C
Children-At-Risk Empowerment Association (CARE Singapore),T00SS0043E
The Food Bank Singapore Ltd,201200654E
Free Food For All Limited,201503391Z
Bizlink Centre (S) Ltd,199500566R
Voices For Animals,T14SS0132G
Food From The Heart,200721064R
New Hope Community Services,T04SS0026C
Domestic Employees Welfare Fund,T16CC0008C
The Straits Times School Pocket Money Fund,T11CC0007D
Rare Disorders Society (Singapore),T11SS0113L
Care Corner Singapore Ltd,198105641M
Nam Hong Welfare Service Society,T07SS0086D
The Salvation Army,T07CC3012G
